"ID incidence with coutry, demand, grp, same year"				frequency	Free status at the year	Govt. response	Violent govt res?	# of part.	Protestor Violence
Tanzania	police brutality	Bus drivers	2011	1					
Tanzania	police brutality	Muslims	2012	1					
Tanzania	police brutality	Protesters	2004	1					
Tanzania	"political behavior, process"	Chadema	2011	2					
Tanzania	"political behavior, process"	Civic United Front	2001	1					
Tanzania	"political behavior, process"	Civic United Front	2010	1					
Tanzania	"political behavior, process"	Civil United Front 	2000	1					
Tanzania	"political behavior, process"	"Legal and Human Rights Centre (LHRC), Tanzania Gender Networking Programme (TGNP) and Tanzania Media Women Association (Tamwa)"	2012	1					
Tanzania	"political behavior, process"	medical workers 	1992	1					
Tanzania	"political behavior, process"	Opposition Supporters	2005	2					
Tanzania	"political behavior, process"	people	1993	1					
Tanzania	"political behavior, process"	people	1998	1					
Tanzania	"political behavior, process"	Protesters	2000	1					
Tanzania	"political behavior, process"	Protesters	2001	3					
Tanzania	"political behavior, process"	Protesters	2009	2					
Tanzania	"political behavior, process"	Protesters	2010	2					
Tanzania	"political behavior, process"	Protesters	2012	1					
Tanzania	"political behavior, process"	Students	1994	1					
Tanzania	"political behavior, process"	Students	2004	1					
Tanzania	"political behavior, process"	Tanzania Labour Party	2002	1					
Tanzania	"political behavior, process"	Vendors	2011	1					
Tanzania	"price increases, tax policy"	Chadema	2011	1					
Tanzania	removal of politician	Protesters	2010	1					
Tanzania	social restrictions	Muslim fundamentalists	1998	1					
Thailand	labor wage dispute	135 non-governmental organisations and grassroots groups	2004	1					
Thailand	labor wage dispute	Airports of Thailand Plc 	2003	1					
Thailand	labor wage dispute	"Assembly of the Poor, Foundation for Democracy Heroes"	1999	4					
Thailand	labor wage dispute	Egat employees	1998	1					
Thailand	labor wage dispute	egat labor unions	2004	2					
Thailand	labor wage dispute	Electricity Generating Authority of Thailand (Egat) employees 	2004	79					
Thailand	labor wage dispute	farmers	2003	1					
Thailand	labor wage dispute	Federation of the Healthcare Workforce 	2010	1					
Thailand	labor wage dispute	fishermen	2015	1					
Thailand	labor wage dispute	"fishing boat owners & crew members, fishermen"	2015	1					
Thailand	labor wage dispute	labor unions	2004	1					
Thailand	labor wage dispute	"Labour Congress of Thailand, State Enterprise Relations Federation, Thai Labour Reconciliation Committee"	2006	1					
Thailand	labor wage dispute	National Confederation of Teachers	2005	1					
Thailand	labor wage dispute	Network of Teachers Against the Transfer of Government Schools to Local Administrative Organisations	2005	1					
Thailand	labor wage dispute	Network of Teaching Professions 	2005	93					
Thailand	labor wage dispute	Phuket beach vendors	2015	1					
Thailand	labor wage dispute	rubber farmers	2013	4					
Thailand	labor wage dispute	street vendors	2004	2					
Thailand	labor wage dispute	street vendors	2006	2					
Thailand	labor wage dispute	street vendors	2007	2					
Thailand	labor wage dispute	street vendors	2015	1					
Thailand	labor wage dispute	teachers	2005	1					
Thailand	labor wage dispute	teachers' anti-transfer campaign	2005	3					
Thailand	labor wage dispute	Teaching Professionals Council of Thailand	2004	1					
Thailand	labor wage dispute	Thai guides	2015	1					
Thailand	labor wage dispute	Thai Labour Organisation 	2004	1					
Thailand	labor wage dispute	Thai Petrochemical Industry staff	2003	1					
Thailand	labor wage dispute	tour guide operators	2003	1					
Thailand	labor wage dispute	Uaewittaya Equipment Co 	2001	1					
Thailand	labor wage dispute	Union reps	2007	1					
Thailand	labor wage dispute	workers	2007	1					
Thailand	labor wage dispute	workers from Inter Moda garment factory 	2007	3					
Thailand	land farm issue	" landless rubber farmers, No Land Thai People Association"	2015	1					
Thailand	land farm issue	Assembly of Small-scale Farmers 	2002	1					
Thailand	land farm issue	Assembly of the Poor	1999	2					
Thailand	land farm issue	Assembly of the Poor 	1997	1					
Thailand	land farm issue	caddies	1998	1					
Thailand	land farm issue	environmentalists	1998	4					
Thailand	land farm issue	farmers	1993	1					
Thailand	land farm issue	farmers	1999	1					
Thailand	land farm issue	farmers	2002	28					
Thailand	land farm issue	farmers	2015	1					
Thailand	land farm issue	Farmers' Debt Network 	2008	3					
Thailand	land farm issue	"farmers, students"	2001	1					
Thailand	land farm issue	Federation of Northern Farmers and the Northern Non-governmental Organisations Network 	2002	1					
Thailand	land farm issue	from Rayong province	2007	1					
Thailand	land farm issue	homeless	2001	1					
Thailand	land farm issue	Kanchanaburi Environment Group 	1997	29					
Thailand	land farm issue	landless farmers	2007	1					
Thailand	land farm issue	"Local people from the Rak Ban Kerd Group, who protested against the mine being reopened"	2016	1					
Thailand	land farm issue	"palm-oil farmers, Assembly of the Poor "	1997	84					
Thailand	land farm issue	People's Rights and Liberty Protection Group	2009	1					
Thailand	land farm issue	"Protect Andaman from Coal Network, local villagers"	2015	4					
Thailand	land farm issue	protestors	2007	1					
Thailand	land farm issue	Thai NGO Coordinating Committee	2002	1					
Thailand	land farm issue	United Front of Democracy against Dictatorship	2010	1					
Thailand	land farm issue	vendors	2003	1					
Thailand	land farm issue	villagers	1993	1					
Thailand	land farm issue	villagers	1997	1					
Thailand	land farm issue	villagers	2000	24					
Thailand	land farm issue	villagers	2001	215					
Thailand	land farm issue	villagers	2002	1					
Thailand	land farm issue	villagers	2003	29					
Thailand	land farm issue	villagers	2015	3					
Thailand	police brutality	antigovernment demonstrators	2011	1					
Thailand	police brutality	Muslims	2004	1					
Thailand	police brutality	PAD	2006	1					
Thailand	police brutality	protestors	2008	1					
Thailand	police brutality	Red Shirts	2011	1					
Thailand	police brutality	religious leaders	2004	1					
Thailand	police brutality	residents	2005	1					
Thailand	police brutality	rioters	2015	1					
Thailand	police brutality	"students, protesters"	2015	1					
Thailand	police brutality	United Front of Democracy against Dictatorship	2010	3					
Thailand	"political behavior, process"	A political group calling themselves Resistant Citizen	2016	3					
Thailand	"political behavior, process"	activists	2003	1					
Thailand	"political behavior, process"	activists	2007	1					
Thailand	"political behavior, process"	activists	2015	1					
Thailand	"political behavior, process"	Akong sympathizers	2012	32					
Thailand	"political behavior, process"	antigovernment protesters; opposition Democrat Party	2013	1					
Thailand	"political behavior, process"	Assembly of the Poor 	2000	5					
Thailand	"political behavior, process"	Confederation of Small-time Northeastern Farmers	1998	1					
Thailand	"political behavior, process"	Council of Muslim Organisations of Thailand 	2001	1					
Thailand	"political behavior, process"	Democratic Alliance Against Dictatorship	2008	2					
Thailand	"political behavior, process"	Democratic Alliance Against Dictatorship 	2008	1					
Thailand	"political behavior, process"	"Front of Northeastern People, Confederation of Small-scale Northeastern Farmers "	1998	6					
Thailand	"political behavior, process"	FTA Watch 	2005	1					
Thailand	"political behavior, process"	hard-core opposition protesters	2013	1					
Thailand	"political behavior, process"	Hin Krut Conservation Group	2007	1					
Thailand	"political behavior, process"	members of Democratic Party	2013	1					
Thailand	"political behavior, process"	"more than 100 organisations, Bio-diversity Sustainable Agriculture Food Sovereignty Action Thailand (BioThai), Greenpeace Southeast Asia, Foundation for Consumers, People's Network"	2015	1					
Thailand	"political behavior, process"	motorcycle-taxi drivers 	2003	1					
Thailand	"political behavior, process"	Network of 38 Thai Peoples Organisations	2000	1					
Thailand	"political behavior, process"	"NGOs, farmers"	2004	1					
Thailand	"political behavior, process"	opposition	2006	2					
Thailand	"political behavior, process"	"opposition supporters, red shirts"	2011	1					
Thailand	"political behavior, process"	"opposition supporters, supporters of the Democratic Party, ""Yellow Shirts"""	2013	11					
Thailand	"political behavior, process"	PAD	2008	3					
Thailand	"political behavior, process"	PAD	2009	3					
Thailand	"political behavior, process"	PAD	2010	2					
Thailand	"political behavior, process"	"PAD, unions representing Metropolitan Electricity Authority (MEA), the Provincial Electricity Authority, the Provincial Waterworks Authority, Port Authority of Thailand (PAT)"	2008	5					
Thailand	"political behavior, process"	People Power Party 	2008	1					
Thailand	"political behavior, process"	Pink shirts	2010	1					
Thailand	"political behavior, process"	Pitak Siam	2012	1					
Thailand	"political behavior, process"	"Pitak Siam (""protect Thailand"" network)"	2012	1					
Thailand	"political behavior, process"	pro-democracy activists and human rights advocates	2012	1					
Thailand	"political behavior, process"	Protect Andaman from Coal Network; people opposing a Chiang Rak Yai waste-to-energy plant in Pathum Thani's Sam Khok district	2016	3					
Thailand	"political behavior, process"	protesters	2013	1					
Thailand	"political behavior, process"	protesters	2014	13					
Thailand	"political behavior, process"	Protesters opposed to the Bamnet Narong coal-fired power plant project	2016	1					
Thailand	"political behavior, process"	protestors	2008	1					
Thailand	"political behavior, process"	public	1994	1					
Thailand	"political behavior, process"	public	2001	4					
Thailand	"political behavior, process"	"public, Phalang Tham Party"	1994	1					
Thailand	"political behavior, process"	red shirted protestors	2009	1					
Thailand	"political behavior, process"	royalist People's Alliance for Democracy (PAD)	2012	21					
Thailand	"political behavior, process"	students	1991	1					
Thailand	"political behavior, process"	"students, protesters, Resistant Citizen group"	2015	1					
Thailand	"political behavior, process"	"teachers, students, residents"	2006	1					
Thailand	"political behavior, process"	Thai People's Network against Globalisation	2001	1					
Thailand	"political behavior, process"	The People Who Love Songkhla	2006	1					
Thailand	"political behavior, process"	United Front for Democracy against Dictatorship 	2009	1					
Thailand	"political behavior, process"	United Front of Democracy against Dictatorship	2010	3					
Thailand	"political behavior, process"	United Front of Democracy against Dictatorship 	2008	1					
Thailand	"political behavior, process"	"university students, New Democracy Movement (NDM)"	2015	1					
Thailand	"political behavior, process"	villagers	2005	1					
Thailand	"political behavior, process"	"vocational students, opposition supporters, supporters of the Democratic Party, ""Yellow Shirts"""	2013	1					
Thailand	"political behavior, process"	Women for Democracy	2008	4					
Thailand	"price increases, tax policy"	blind lottery-ticket vendors 	2005	1					
Thailand	"price increases, tax policy"	Dairy Co-operatives Federation of Thailand	2005	1					
Thailand	"price increases, tax policy"	PAD	2008	1					
Thailand	"price increases, tax policy"	rice farmers	2014	1					
Thailand	removal of politician	"acdemics, business people, office workers"	1997	5					
Thailand	removal of politician	Alliance for Democracy	2006	1					
Thailand	removal of politician	anti-National Counter Corruption Commission's 	2000	1					
Thailand	removal of politician	dCode	2006	1					
Thailand	removal of politician	Democratic Alliance Against Dictatorship	2007	48					
Thailand	removal of politician	"Impoverished farmers, pro-democracy groups, angry fishermen"	2000	1					
Thailand	removal of politician	opposition	2006	3					
Thailand	removal of politician	opposition leaders & protesters	2013	1					
Thailand	removal of politician	"opposition, PAD,Dharma Army"	2006	2					
Thailand	removal of politician	PAD	2006	16					
Thailand	removal of politician	PAD	2008	55					
Thailand	removal of politician	People's Alliance for Democracy (PAD)	2006	1					
Thailand	removal of politician	Pro-democracy groups and Egat unions	2005	1					
Thailand	removal of politician	protesters	2014	15					
Thailand	removal of politician	protestors	2008	1					
Thailand	removal of politician	PTV 	2007	1					
Thailand	removal of politician	public	1992	9					
Thailand	removal of politician	red shirted protestors	2008	2					
Thailand	removal of politician	red shirted protestors	2009	1					
Thailand	removal of politician	red shirts	2009	9					
Thailand	removal of politician	red shirts; aka United Front for Democracy against Dictatorship 	2009	7					
Thailand	removal of politician	residents	2000	1					
Thailand	removal of politician	students	1992	1					
Thailand	removal of politician	students	2007	1					
Thailand	removal of politician	"students, activists"	2006	1					
Thailand	removal of politician	"students, activists, ""Taking the train to Rajabhakti Park, Lighting up the Corruption"""	2015	1					
Thailand	removal of politician	supporters of former PM	2007	1					
Thailand	removal of politician	"teachers, labor, community activits, Assembly of the Poor"	2006	1					
Thailand	removal of politician	Thai nationalists	2011	7					
Thailand	removal of politician	Thai Petrochemical Industries (TPI) and taxi drivers	2004	1					
Thailand	removal of politician	Thai Rak Thai 	2007	1					
Thailand	removal of politician	Thai Rak Thai supporters 	2006	1					
Thailand	removal of politician	United Front of Democracy against Dictatorship	2009	1					
Thailand	removal of politician	United Front of Democracy against Dictatorship	2010	68					
Thailand	removal of politician	United Front of Democracy against Dictatorship 	2009	1					
Thailand	removal of politician	Yellow Shirts	2013	8					
Thailand	social restrictions	Buddhism Promotion Centre of Thailand 	2001	1					
Thailand	social restrictions	Buddhist monks	2002	1					
Thailand	social restrictions	Buddhist monks	2005	1					
Thailand	social restrictions	buddhists	2007	1					
Thailand	social restrictions	Muslims	2002	1					
Thailand	social restrictions	"Rak Thammasat Network, the Koh Rattanakosin Forum, the Confederation for Democracy"	2001	1					
Thailand	social restrictions	"small business owners, Opposition to Multinational Business Union "	2007	1					
Thailand	social restrictions	students	2001	2					
Thailand	social restrictions	students	2002	1					
Thailand	social restrictions	television station PTV	2007	7					
Thailand	social restrictions	unionists	2008	2					
Timor Leste	police brutality	students	2002	1					
Timor Leste	"political behavior, process"	ex-soldiers	2006	8					
Timor Leste	"political behavior, process"	former Falintil resistance movement	2004	2					
Timor Leste	"political behavior, process"	Fretilin	2007	4					
Timor Leste	"political behavior, process"	supporters the Fretilin party	2012	1					
Timor Leste	"political behavior, process"	university students	2008	3					
Timor Leste	removal of politician	Catholics	2005	2					
Togo	labor wage dispute	police	1992	1					
Togo	labor wage dispute	students	2011	1					
Togo	labor wage dispute	students	2013	2					
Togo	labor wage dispute	university students	2004	1					
Togo	police brutality	demonstrators	1991	1					
Togo	police brutality	opposition demonstrators	2005	1					
Togo	"political behavior, process"	Action Committee for Renewal	1997	1					
Togo	"political behavior, process"	Action Committee for Renewal	2001	1					
Togo	"political behavior, process"	ANC party 	2012	1					
Togo	"political behavior, process"	anti-government demonstrators	1993	1					
Togo	"political behavior, process"	anti-government protesters 	1991	1					
Togo	"political behavior, process"	demonstrators	1992	1					
Togo	"political behavior, process"	demonstrators	2005	1					
Togo	"political behavior, process"	demonstrators	2011	1					
Togo	"political behavior, process"	HIV/AIDS patients	2007	4					
Togo	"political behavior, process"	Jean-Pierre Fabre	2010	2					
Togo	"political behavior, process"	Jean-Pierre Fabre supporters	2013	1					
Togo	"political behavior, process"	Jean-Pierre Fabre/ Union of Forces for Change	2010	2					
Togo	"political behavior, process"	journalists	2013	1					
Togo	"political behavior, process"	journalists	2015	1					
Togo	"political behavior, process"	Let's Save Togo	2012	9					
Togo	"political behavior, process"	Let's Save Togo	2013	2					
Togo	"political behavior, process"	National Alliance for Change	2014	1					
Togo	"political behavior, process"	opposition	2015	1					
Togo	"political behavior, process"	opposition demonstrators	1993	1					
Togo	"political behavior, process"	opposition demonstrators	1998	2					
Togo	"political behavior, process"	opposition demonstrators	2005	2					
Togo	"political behavior, process"	opposition leaders	2005	1					
Togo	"political behavior, process"	opposition members	2005	4					
Togo	"political behavior, process"	opposition members and students	1991	1					
Togo	"political behavior, process"	opposition parties	2002	1					
Togo	"political behavior, process"	opposition supporters 	1998	1					
Togo	"political behavior, process"	opposition supporters 	2005	2					
Togo	"political behavior, process"	opposition supporters 	2010	1					
Togo	"political behavior, process"	political opposition	2005	5					
Togo	"political behavior, process"	protesters	1990	1					
Togo	"political behavior, process"	protesters	1992	1					
Togo	"political behavior, process"	protesters	2002	1					
Togo	"political behavior, process"	protesters	2014	1					
Togo	"political behavior, process"	protesters	2015	4					
Togo	"political behavior, process"	Republican Front for Change	2010	2					
Togo	"political behavior, process"	students	1991	2					
Togo	"political behavior, process"	students	2001	1					
Togo	"political behavior, process"	students	2015	1					
Togo	"political behavior, process"	Supporters of Jean-Pierre Fabre	2010	1					
Togo	"political behavior, process"	Supporters of Olympio	1993	1					
Togo	"political behavior, process"	supporters of opposition leader Gilchrist Olympio	2000	1					
Togo	"political behavior, process"	supporters of the RPT	1991	1					
Togo	"political behavior, process"	taxi drivers	2006	1					
Togo	"political behavior, process"	The Union of the Forces of Change	2009	1					
Togo	"political behavior, process"	The Union of the Forces of Change and The Action Committee for Renewal	2010	1					
Togo	"political behavior, process"	Union of Forces for Change	1998	1					
Togo	"political behavior, process"	Union of Forces for Change	2010	1					
Togo	"political behavior, process"	University of Lome students	2011	1					
Togo	"political behavior, process"	whistle-blowers	1998	1					
Togo	"political behavior, process"	women	2005	1					
Togo	"political behavior, process"	women of Let's Save Togo	2012	1					
Togo	"political behavior, process"	young demonstrators 	1992	1					
Togo	"political behavior, process"	young voters	1998	1					
Togo	"political behavior, process"	youth opposition supporters	2005	3					
Togo	"political behavior, process"	youths	1998	1					
Togo	removal of politician	demonstrators	1991	1					
Togo	removal of politician	demonstrators	1992	1					
Togo	removal of politician	National Alliance for Change and other opposition supporters	2011	1					
Togo	removal of politician	students	1991	2					
Togo	removal of politician	youths	1991	1					
Tunisia	labor wage dispute	police	2016	1					
Tunisia	labor wage dispute	unemployed	2016	23					
Tunisia	police brutality	Trade Unions	2013	9					
Tunisia	"political behavior, process"	Communist Party and Islamist Party 	2011	12					
Tunisia	"political behavior, process"	"judges, journalists"	2014	1					
Tunisia	"political behavior, process"	protesters	2011	2					
Tunisia	"political behavior, process"	Protesters	2011	1					
Tunisia	"political behavior, process"	protesters	2012	1					
Tunisia	"political behavior, process"	protesters	2013	1					
Tunisia	"political behavior, process"	protesters	2015	1					
Tunisia	"political behavior, process"	Salafi Muslims	2013	2					
Tunisia	"price increases, tax policy"	Communist Party	2010	30					
Tunisia	"price increases, tax policy"	"demonstrators, UGTT trade union confederation"	2014	1					
Tunisia	"price increases, tax policy"	Protesters	2012	1					
Tunisia	"price increases, tax policy"	protesters	2012	1					
Tunisia	"price increases, tax policy"	protesters	2013	1					
Tunisia	"price increases, tax policy"	students	2000	2					
Tunisia	"price increases, tax policy"	unemployed grads	2010	19					
Tunisia	removal of politician	protesters	2011	1					
Tunisia	removal of politician	Protesters	2011	1					
Turkey	labor wage dispute	leftists	2007	1					
Turkey	labor wage dispute	protesters	2014	1					
Turkey	labor wage dispute	unions	1996	1					
Turkey	land farm issue	residents	2016	1					
Turkey	police brutality	Kurdish separatist	2011	2					
Turkey	police brutality	Kurds	1991	1					
Turkey	police brutality	Kurds	1999	2					
Turkey	police brutality	Kurds	2000	1					
Turkey	police brutality	leftists	1996	1					
Turkey	police brutality	PKK suporters	2011	1					
Turkey	police brutality	protesters	2011	1					
Turkey	police brutality	protesters	2013	3					
Turkey	"political behavior, process"	Alawites	1995	3					
Turkey	"political behavior, process"	anti immigrant protesters	2016	1					
Turkey	"political behavior, process"	civil rights activists 	2016	1					
Turkey	"political behavior, process"	HDP supporters	2015	1					
Turkey	"political behavior, process"	human rights activists 	2016	1					
Turkey	"political behavior, process"	Kurdistan Workers?, proces	2016	1					
Turkey	"political behavior, process"	Kurds	1990	8					
Turkey	"political behavior, process"	Kurds	1992	2					
Turkey	"political behavior, process"	Kurds	1996	1					
Turkey	"political behavior, process"	Kurds	1999	1					
Turkey	"political behavior, process"	Kurds	2001	3					
Turkey	"political behavior, process"	Kurds	2006	8					
Turkey	"political behavior, process"	Kurds	2007	1					
Turkey	"political behavior, process"	Kurds	2009	4					
Turkey	"political behavior, process"	Kurds	2010	1					
Turkey	"political behavior, process"	Kurds	2014	2					
Turkey	"political behavior, process"	Kurds	2015	1					
Turkey	"political behavior, process"	Kurds and leftists	2015	1					
Turkey	"political behavior, process"	mourners	2015	1					
Turkey	"political behavior, process"	"mourners, Kurds, members of parliament from Turkey's ethnic Kurdish minority and pro-Kurdish People's Democratic Party (HDP)"	2015	1					
Turkey	"political behavior, process"	muslims	1997	2					
Turkey	"political behavior, process"	muslims	1998	1					
Turkey	"political behavior, process"	"opposition supporters, supporters of People's Democratic Party"	2015	1					
Turkey	"political behavior, process"	protesters	2012	1					
Turkey	"political behavior, process"	protesters	2013	23					
Turkey	"political behavior, process"	protesters	2014	17					
Turkey	"political behavior, process"	protesters	2015	4					
Turkey	"political behavior, process"	protesters     	2016	1					
Turkey	"political behavior, process"	"protesters, labor unions, "	2015	1					
Turkey	"political behavior, process"	religious Turks	1991	1					
Turkey	"political behavior, process"	secular and religious Turks	2015	1					
Turkey	"political behavior, process"	secularists	1997	1					
Turkey	"political behavior, process"	secularists	2007	4					
Turkey	"political behavior, process"	secularists	2008	1					
Turkey	"political behavior, process"	Secularists	2012	1					
Turkey	"political behavior, process"	teachers	2016	1					
Turkey	"political behavior, process"	unions	1997	1					
Turkey	"price increases, tax policy"	government workers	2000	1					
Turkey	"price increases, tax policy"	tradesmen	2001	1					
Turkey	"price increases, tax policy"	unions	2001	1					
Turkey	"price increases, tax policy"	unions	2009	1					
Turkey	removal of politician	protesters	2013	1					
Turkey	removal of politician	protesters	2014	1					
Turkey	social restrictions	gay-rights activists	2016	1					
Turkey	social restrictions	Gays	2013	1					
Turkey	social restrictions	men	2015	1					
Turkey	social restrictions	muslims	1998	5					
Turkey	social restrictions	protesters	2011	2					
Turkey	social restrictions	Protesters	2012	1					
Turkey	social restrictions	"protesters, gay-rights activists, LGBT activists"	2015	1					
Turkey	social restrictions	women	2015	1					
Turkey	social restrictions	women's rights	2005	1					
Turkmenistan	police brutality	Iranian truck drivers	2008	4					
Turkmenistan	"political behavior, process"	building inhabitants	2014	1					
Turkmenistan	"political behavior, process"	Russian-speaking population	1995	1					
Uganda	labor wage dispute	Students	2004	1					
Uganda	labor wage dispute	Veterans	1998	2					
Uganda	labor wage dispute	Workers	1991	4					
Uganda	land farm issue	"environmentalists, opposition leaders and religious groups"	2007	1					
Uganda	police brutality	opposition party	2007	1					
Uganda	police brutality	protesters	2005	1					
Uganda	police brutality	protesters	2009	2					
Uganda	police brutality	protesters	2010	1					
Uganda	police brutality	Students	2004	1					
Uganda	police brutality	Taxi Drivers	2004	1					
Uganda	"political behavior, process"	army detainees at the prison	1993	3					
Uganda	"political behavior, process"	church leaders	1990	1					
Uganda	"political behavior, process"	demobilized soldiers	1994	3					
Uganda	"political behavior, process"	Forum For Democratic Change	2012	1					
Uganda	"political behavior, process"	"Forum for Democratic Change (FDC), Democratic Party, Uganda People's Congress and the Conservative Party"	2005	1					
Uganda	"political behavior, process"	Muslim youth fundamentalists	1991	4					
Uganda	"political behavior, process"	Muslims	2005	1					
Uganda	"political behavior, process"	National Resistance Movement	2010	1					
Uganda	"political behavior, process"	prisoners	2016	1					
Uganda	"political behavior, process"	protesters	2002	1					
Uganda	"political behavior, process"	protesters	2005	1					
Uganda	"political behavior, process"	protesters	2010	1					
Uganda	"political behavior, process"	protesters	2013	1					
Uganda	"political behavior, process"	Students	1990	9					
Uganda	"political behavior, process"	students	2016	3					
Uganda	"political behavior, process"	Taxi drivers	1995	1					
Uganda	"political behavior, process"	traders and hawkers	1993	1					
Uganda	"political behavior, process"	university students	1996	1					
Uganda	"political behavior, process"	Vendors	2004	1					
Uganda	"political behavior, process"	voters	2016	1					
Uganda	"price increases, tax policy"	Coordinator of Civil Society Budget Advocacy Group; Action Aid Uganda; SEATINI's Programme Officer; Kampala Railway Grounds	2016	1					
Uganda	"price increases, tax policy"	Forum for Democratic Change and Democratic Party	2011	1					
Uganda	"price increases, tax policy"	opposition parties	2011	2					
Uganda	"price increases, tax policy"	parliament members and environmentalists	2004	32					
Uganda	"price increases, tax policy"	people	1994	3					
Uganda	"price increases, tax policy"	protesters	2010	1					
Uganda	"price increases, tax policy"	protesters	2011	35					
Uganda	"price increases, tax policy"	Students	2011	1					
Uganda	"price increases, tax policy"	taxpayers	1991	1					
Uganda	"price increases, tax policy"	workers	2002	1					
Uganda	removal of politician	FDC party	2010	1					
Uganda	removal of politician	Forum for Democratic Change	2010	1					
Uganda	removal of politician	Inter-Party Cooperation	2010	1					
Uganda	removal of politician	National Alliance for Free and Fair Elections (NAFFE) and the Inter party Corporation (IPC)	2010	1					
Uganda	removal of politician	opposition parties	2012	1					
Uganda	removal of politician	Uganda Young Democrats	2012	2					
Uganda	social restrictions	Gay people	2014	1					
Uganda	social restrictions	Women	2014	1					
Ukraine	labor wage dispute	hungry miners' wives and children	1997	1					
Ukraine	labor wage dispute	Miners	1993	1					
Ukraine	labor wage dispute	Miners	1996	2					
Ukraine	labor wage dispute	"Miners, teachers and pensioners"	1998	1					
Ukraine	police brutality	anti-government protesters	2014	1					
Ukraine	police brutality	"pro-Russian demonstrators, Activists of Kulikovo Field"	2014	1					
Ukraine	police brutality	pro-Russian protesters	2014	1					
Ukraine	police brutality	Right Sector	2015	1					
Ukraine	police brutality	women	2014	1					
Ukraine	"political behavior, process"	anti-government protesters	2014	27					
Ukraine	"political behavior, process"	"anti-government protesters, local trade union"	2014	24					
Ukraine	"political behavior, process"	"anti-interim government, self-defense activists"	2014	1					
Ukraine	"political behavior, process"	anti-Putin protesters	2014	1					
Ukraine	"political behavior, process"	anti-Russian demonstrators	2014	1					
Ukraine	"political behavior, process"	armed gunmen	2014	1					
Ukraine	"political behavior, process"	Chernobyl survivors	2003	1					
Ukraine	"political behavior, process"	demonstrators	2014	1					
Ukraine	"political behavior, process"	Eastern Front	2014	1					
Ukraine	"political behavior, process"	ethnic Russians	2014	1					
Ukraine	"political behavior, process"	Fatherland and Svoboda Parties	2013	41					
Ukraine	"political behavior, process"	Fatherland Party	2001	1					
Ukraine	"political behavior, process"	followers of Patriarch Volodymyr	1995	1					
Ukraine	"political behavior, process"	militiamen	2014	1					
Ukraine	"political behavior, process"	"miners, steelworkers, anti-Russian demonstrators, police"	2014	1					
Ukraine	"political behavior, process"	Mr. Akhmetov's employees	2014	1					
Ukraine	"political behavior, process"	"nationalists, right-wing Pravy Sektor movement"	2014	2					
Ukraine	"political behavior, process"	opposition groups	2004	1					
Ukraine	"political behavior, process"	Orthodox believers	1993	1					
Ukraine	"political behavior, process"	People	1997	1					
Ukraine	"political behavior, process"	pro-democracry activists	2014	1					
Ukraine	"political behavior, process"	pro-Russia demonstrators	2014	1					
Ukraine	"political behavior, process"	pro-Russia protesters	2014	1					
Ukraine	"political behavior, process"	pro-Russian activists	2014	3					
Ukraine	"political behavior, process"	"pro-Russian activists, Donetsk People's Republic"	2014	1					
Ukraine	"political behavior, process"	"pro-Russian activists, militants"	2014	1					
Ukraine	"political behavior, process"	pro-Russian demonstrators	2014	14					
Ukraine	"political behavior, process"	"pro-Russian demonstrators, ethnic Russians"	2014	1					
Ukraine	"political behavior, process"	"pro-Russian demonstrators, separatists, Donetsk People's Republic"	2014	28					
Ukraine	"political behavior, process"	"pro-Russian demonstrators, supporters of Gubarev"	2014	2					
Ukraine	"political behavior, process"	pro-Russian protesters	2014	2					
Ukraine	"political behavior, process"	Pro-Russian protesters	2014	1					
Ukraine	"political behavior, process"	"pro-Russian protesters, militants"	2014	1					
Ukraine	"political behavior, process"	"pro-Russian protesters, Russian Block"	2014	1					
Ukraine	"political behavior, process"	pro-Russian rioters	2014	1					
Ukraine	"political behavior, process"	pro-Russian Ukrainians	2014	1					
Ukraine	"political behavior, process"	protesters	2014	2					
Ukraine	"political behavior, process"	protesters	2015	1					
Ukraine	"political behavior, process"	"protesters, Ukrainian Democratic Alliance for Reform"	2013	108					
Ukraine	"political behavior, process"	Protestors	1996	1					
Ukraine	"political behavior, process"	pro-Ukraine activists	2014	1					
Ukraine	"political behavior, process"	pro-Ukraine protesters	2014	1					
Ukraine	"political behavior, process"	pro-Ukrainian demonstrators	2014	2					
Ukraine	"political behavior, process"	pro-Ukrainian Russians and Tatars	2014	1					
Ukraine	"political behavior, process"	pro-Western residents	2014	1					
Ukraine	"political behavior, process"	residents	2014	2					
Ukraine	"political behavior, process"	right-wing protesters	2015	1					
Ukraine	"political behavior, process"	socialist and nationalist groups	2001	1					
Ukraine	"political behavior, process"	students	2000	1					
Ukraine	"political behavior, process"	students	2001	1					
Ukraine	"political behavior, process"	Supporters of Mr Yanukovych 	2007	16					
Ukraine	"political behavior, process"	Tatars	2014	2					
Ukraine	"political behavior, process"	"Tatars, The Mejlis (Tatar council)"	2014	1					
Ukraine	"political behavior, process"	the pro-Russia Party of Regions	2009	1					
Ukraine	"political behavior, process"	"unionist demonstrators, pro-Ukraine demonstrators"	2014	1					
Ukraine	"political behavior, process"	Viktor A. Yushchenko's supporters	2004	17					
Ukraine	"political behavior, process"	villagers	2014	2					
Ukraine	"political behavior, process"	Women	1997	1					
Ukraine	"political behavior, process"	"women, mothers, wives, and friends of members of Kiev's 12th territorial defense battalion"	2014	1					
