Country name,Year,Region,Protest,Start Day,Start Month,Start Year,End Day,End Month,End Year,Protester Violence,Number of Participants in Protest,Reported participation in protest,Protester Group Identity,Primary Protester Demands [Demand 1],Primary State Response to protests [Response 1],Time Spending
Syria,2014,MENA,1,10,1,2014,10,1,2014,0,50-99,>50,anti-ISIS protesters,"political behavior, process",ignore,1
Syria,2014,MENA,1,3,1,2014,3,1,2014,0,50-99,>50,civilians,"political behavior, process",ignore,1
Syria,1993,MENA,1,15,3,1993,15,3,1993,0,,100,Golan Heights settlers (Golan Settlers Committee),"political behavior, process",ignore,1
Syria,2004,MENA,1,8,3,2004,8,3,2004,0,,50,Intellectuals & Activists (Reformists),"political behavior, process",arrests,1
Syria,2004,MENA,1,3,12,2004,16,12,2004,1,,3000,Kurds,"political behavior, process",killings,14
Syria,2014,MENA,1,5,1,2014,5,1,2014,0,50-99,>50,"protesters, Ahrar al-Sham supporters","political behavior, process",shootings,1
Syria,1991,MENA,1,14,2,1991,14,2,1991,0,,200,Syrians (Druse residents),"political behavior, process",ignore,1
Syria,2014,MENA,1,2,10,2014,2,10,2014,0,100-999,100s,protesters,removal of politician,ignore,1
Syria,2015,MENA,1,1,8,2015,1,8,2015,0,1000-1999,>1000,protesters,removal of politician,accomodation,1
Syria,2016,MENA,1,30,12,2016,30,12,2016,0,100-999,>100,rebels,removal of politician,ignore,1
Syria,2016,MENA,1,4,3,2016,19,4,2016,0,2000-4999,thousands,residents,removal of politician,ignore,47
Taiwan,2000,Asia,1,16,8,2000,16,8,2000,0,,5000,Chunghua Telecom Workers Union (CTWU),labor wage dispute,ignore,1
Taiwan,2002,Asia,1,27,8,2002,27,8,2002,0,,10000,civic groups and labour unions,labor wage dispute,ignore,1
Taiwan,2009,Asia,1,1,5,2009,1,5,2009,0,,10000,Eight major labour groups,labor wage dispute,ignore,1
Taiwan,2006,Asia,1,1,5,2006,1,5,2006,0,,50,Labour groups,labor wage dispute,ignore,1
Taiwan,2002,Asia,1,18,12,2002,18,12,2002,0,,1000,Plastic Workers,labor wage dispute,ignore,1
Taiwan,2002,Asia,1,4,4,2002,4,4,2002,0,,5000,Pop music artist and supporters,labor wage dispute,ignore,1
Taiwan,2002,Asia,1,11,3,2002,11,3,2002,0,,1000,pro-independence activists,labor wage dispute,ignore,1
Taiwan,2005,Asia,1,10,12,2005,10,12,2005,0,,1000,teachers and retired teachers,labor wage dispute,ignore,1
Taiwan,1996,Asia,1,16,1,1996,16,1,1996,0,,1000,Telecommunication employees,labor wage dispute,ignore,1
Taiwan,1994,Asia,1,10,12,1994,10,12,1994,0,,3000,the Chinese Federation of Labour,labor wage dispute,crowd dispersal,1
Taiwan,1998,Asia,1,1,5,1998,1,5,1998,0,,15000,Unions,labor wage dispute,ignore,1
Taiwan,1999,Asia,1,1,5,1999,1,5,1999,0,,10000,Unions,labor wage dispute,ignore,1
Taiwan,2016,Asia,1,2,12,2016,2,12,2016,1,100-999,more than 100,workers,labor wage dispute,arrests,1
Taiwan,1994,Asia,1,16,10,1994,16,10,1994,0,,1000,Atayal tribe,land farm issue,accomodation,1
Taiwan,2008,Asia,1,5,1,2008,5,1,2008,0,,3000,farmers,land farm issue,ignore,1
Taiwan,1999,Asia,1,25,2,1999,25,2,1999,0,,4000,Fishmen,land farm issue,ignore,1
Taiwan,2007,Asia,1,30,1,2007,30,1,2007,1,,200,Members of a community group,land farm issue,crowd dispersal,1
Taiwan,1998,Asia,1,11,2,1998,11,2,1998,0,,5000,Pig Farmers,land farm issue,ignore,1
Taiwan,1998,Asia,1,6,3,1998,6,3,1998,0,,100,residents from Wuchiu,land farm issue,ignore,1
Taiwan,1994,Asia,1,28,7,1994,28,7,1994,0,,100,Taiwan aborigines,land farm issue,ignore,1
Taiwan,1999,Asia,1,9,12,1999,9,12,1999,0,,10000,Taiwan Provincial Farmers Association,land farm issue,ignore,1
Taiwan,1990,Asia,1,18,12,1990,18,12,1990,1,,50,Democratic Progressive Party Members,police brutality,arrests,1
Taiwan,1990,Asia,1,16,12,1990,17,12,1990,1,,300,Illegal Prisioners,police brutality,ignore,2
Taiwan,1991,Asia,1,25,10,1991,25,10,1991,0,,30000,People,police brutality,ignore,1
Taiwan,1994,Asia,1,15,6,1994,15,6,1994,0,,100,relatives of victims of a 1947 massacre by Taiwan government troops,police brutality,crowd dispersal,1
Taiwan,1991,Asia,1,15,5,1991,15,5,1991,0,,1000,Students,police brutality,ignore,1
Taiwan,1993,Asia,1,8,12,1993,8,12,1993,1,,70,Students,police brutality,crowd dispersal,1
Taiwan,2008,Asia,1,11,9,2008,14,11,2008,0,,100,Taiwan Wild Strawberries Movement,police brutality,ignore,65
Taiwan,2004,Asia,1,15,11,2004,15,11,2004,1,,1000,Aborigines,"political behavior, process",crowd dispersal,1
Taiwan,2016,Asia,1,17,11,2016,17,11,2016,0,5000-10000,thousands,anti gay rights activists,"political behavior, process",ignore,1
Taiwan,1992,Asia,1,12,3,1992,12,3,1992,0,,600,anti-nuclear protesters,"political behavior, process",ignore,1
Taiwan,1992,Asia,1,14,3,1992,14,3,1992,0,,600,anti-nuclear protesters,"political behavior, process",ignore,1
Taiwan,1993,Asia,1,30,5,1993,30,5,1993,0,,5000,anti-nuclear protesters,"political behavior, process",ignore,1
Taiwan,1994,Asia,1,11,7,1994,11,7,1994,1,,200,anti-nuclear protesters,"political behavior, process",crowd dispersal,1
Taiwan,1995,Asia,1,21,6,1995,21,6,1995,1,,200,anti-nuclear protesters,"political behavior, process",crowd dispersal,1
Taiwan,1996,Asia,1,15,10,1996,18,10,1996,1,,2000,anti-nuclear protesters,"political behavior, process",crowd dispersal,4
Taiwan,1997,Asia,1,26,10,1997,26,10,1997,0,,1000,anti-nuclear protesters,"political behavior, process",ignore,1
Taiwan,2000,Asia,1,12,11,2000,12,11,2000,0,,4000,anti-nuclear protesters,"political behavior, process",ignore,1
Taiwan,2001,Asia,1,1,2,2001,1,2,2001,0,,200,anti-nuclear protesters,"political behavior, process",ignore,1
Taiwan,2001,Asia,1,24,2,2001,24,2,2001,0,,10000,anti-nuclear protesters,"political behavior, process",ignore,1
Taiwan,2003,Asia,1,17,3,2003,17,3,2003,0,,100,anti-nuclear protesters,"political behavior, process",ignore,1
Taiwan,2014,Asia,1,26,4,2014,27,4,2014,0,>10000,>50000,anti-nuclear protests,"political behavior, process",crowd dispersal,2
Taiwan,2009,Asia,1,20,9,2009,20,9,2009,0,,100,"Buddhists and members of other religions, activists and local residents","political behavior, process",ignore,1
Taiwan,1995,Asia,1,21,11,1995,21,11,1995,0,,200,Citizens,"political behavior, process",ignore,1
Taiwan,2015,Asia,1,18,3,2015,18,3,2015,0,100-999,300,civic groups,"political behavior, process",ignore,1
Taiwan,2015,Asia,1,18,3,2015,18,3,2015,0,50-99,50,"civic groups, students","political behavior, process",ignore,1
Taiwan,2004,Asia,1,25,9,2004,25,9,2004,0,,10000,"Democracy Action Alliance, a non-governmental organization","political behavior, process",ignore,1
Taiwan,2009,Asia,1,17,5,2009,17,5,2009,0,,600000,Democratic Progressive Party ,"political behavior, process",ignore,1
Taiwan,2010,Asia,1,31,3,2010,31,3,2010,0,,100,Democratic Progressive Party (DPP),"political behavior, process",crowd dispersal,1
Taiwan,2010,Asia,1,27,6,2010,27,6,2010,0,,10000,Democratic Progressive Party (DPP),"political behavior, process",ignore,1
Taiwan,2009,Asia,1,20,12,2009,20,12,2009,0,,10000,Democratic Progressive Party (DPP) and local civic groups ,"political behavior, process",ignore,1
Taiwan,1990,Asia,1,22,2,1990,21,3,1990,0,,200,Democratic Progressive Party Members,"political behavior, process",crowd dispersal,28
Taiwan,1990,Asia,1,20,2,1990,20,2,1990,1,,70,Democratic Progressive Party Supporters,"political behavior, process",beatings,1
Taiwan,1990,Asia,1,18,3,1990,18,3,1990,1,,20000,Democratic Progressive Party Supporters,"political behavior, process",ignore,1
Taiwan,1990,Asia,1,25,12,1990,25,12,1990,0,,12000,Democratic Progressive Party Supporters,"political behavior, process",ignore,1
Taiwan,1991,Asia,1,17,4,1991,18,4,1991,1,,15000,Democratic Progressive Party Supporters,"political behavior, process",crowd dispersal,2
Taiwan,1991,Asia,1,8,9,1991,8,9,1991,0,,15000,Democratic Progressive Party Supporters,"political behavior, process",ignore,1
Taiwan,1992,Asia,1,19,4,1992,24,4,1992,0,,1000,Democratic Progressive Party Supporters,"political behavior, process",beatings,6
Taiwan,1992,Asia,1,24,5,1992,24,5,1992,0,,5000,Democratic Progressive Party Supporters,"political behavior, process",ignore,1
Taiwan,1993,Asia,1,21,12,1993,21,12,1993,1,,200,Democratic Progressive Party Supporters,"political behavior, process",crowd dispersal,1
Taiwan,2008,Asia,1,26,10,2008,26,10,2008,0,,100000,"Democratic Progressive Party, the Taiwan Solidarity Union and a host of other Taiwan-centric civic and social reform groups","political behavior, process",ignore,1
Taiwan,1998,Asia,1,16,2,1998,16,2,1998,0,,1000,Demostrators,"political behavior, process",ignore,1
Taiwan,1999,Asia,1,28,3,1999,28,3,1999,0,,1000,Enviromentalists,"political behavior, process",ignore,1
Taiwan,2010,Asia,1,2,3,2010,2,3,2010,1,,100,environmental activists and farmers ,"political behavior, process",crowd dispersal,1
Taiwan,2016,Asia,1,27,12,2016,27,12,2016,0,50-99,Dozens,gay rights activists,"political behavior, process",ignore,1
Taiwan,1993,Asia,1,21,12,1993,21,12,1993,0,,10000,golfers,"political behavior, process",ignore,1
Taiwan,1998,Asia,1,28,11,1998,28,11,1998,0,,1000,Green Party,"political behavior, process",ignore,1
Taiwan,2015,Asia,1,21,7,2015,21,7,2015,0,100-999,100s,high school students,"political behavior, process",ignore,1
Taiwan,1996,Asia,1,13,5,1996,13,5,1996,0,,100,Illegal Inmigrants,"political behavior, process",ignore,1
Taiwan,2010,Asia,1,7,8,2010,7,8,2010,0,,600,Indigenous Peoples Action Coalition,"political behavior, process",ignore,1
Taiwan,2009,Asia,1,6,1,2009,6,1,2009,0,,300,indigenous people's alliance for safeguarding the Aboriginal Basic Law,"political behavior, process",ignore,1
Taiwan,2004,Asia,1,13,3,2004,13,3,2004,0,,3000000,KMT and People First Party (PFP) supporters,"political behavior, process",ignore,1
Taiwan,2010,Asia,1,1,5,2010,1,5,2010,0,,1000,Labour groups,"political behavior, process",ignore,1
Taiwan,1992,Asia,1,28,12,1992,28,12,1992,0,,10000,opposition members,"political behavior, process",ignore,1
Taiwan,1992,Asia,1,26,10,1992,26,10,1992,1,,50,Organisation for Taiwan-Nation Building (OTNB),"political behavior, process",arrests,1
Taiwan,2004,Asia,1,4,4,2004,4,4,2004,1,,1000,pan-blue alliance,"political behavior, process",crowd dispersal,1
Taiwan,2004,Asia,1,8,4,2004,8,4,2004,0,,200000,pan-blue alliance,"political behavior, process",crowd dispersal,1
Taiwan,2004,Asia,1,10,4,2004,10,4,2004,1,,100000,pan-blue alliance,"political behavior, process",crowd dispersal,1
Taiwan,2004,Asia,1,19,5,2004,19,5,2004,0,,1000,pan-blue alliance,"political behavior, process",crowd dispersal,1
Taiwan,2009,Asia,1,12,7,2009,12,7,2009,0,,1000,parents and students,"political behavior, process",ignore,1
Taiwan,1990,Asia,1,2,12,1990,2,12,1990,0,,2000,People,"political behavior, process",ignore,1
Taiwan,1992,Asia,1,23,2,1992,23,2,1992,0,,50000,People,"political behavior, process",ignore,1
Taiwan,1996,Asia,1,6,4,1996,6,4,1996,0,,50,People,"political behavior, process",ignore,1
Taiwan,2003,Asia,1,6,9,2003,6,9,2003,0,,30000,pro-china activists,"political behavior, process",ignore,1
Taiwan,2003,Asia,1,6,9,2003,6,9,2003,0,,30000,pro-independence activists,"political behavior, process",ignore,1
Taiwan,2006,Asia,1,14,12,2006,14,12,2006,0,,100,pro-independence groups,"political behavior, process",ignore,1
Taiwan,2008,Asia,1,30,8,2008,30,8,2008,0,,10000,pro-independence Taiwan Society,"political behavior, process",ignore,1
Taiwan,1996,Asia,1,15,10,1996,18,10,1996,1,,10000,Pro-nuclear activits,"political behavior, process",crowd dispersal,4
Taiwan,1997,Asia,1,5,9,1997,5,9,1997,1,,130,Prostitutes,"political behavior, process",crowd dispersal,1
Taiwan,2015,Asia,1,14,3,2015,14,3,2015,0,2000-4999,1000s,protesters,"political behavior, process",ignore,1
Taiwan,2015,Asia,1,8,11,2015,8,11,2015,0,100-999,100s,protesters,"political behavior, process",crowd dispersal,1
Taiwan,2014,Asia,1,30,3,2014,30,3,2014,0,>10000,700000,"protesters, supporters of Sunflower Movement","political behavior, process",crowd dispersal,1
Taiwan,2010,Asia,1,2,11,2010,2,11,2010,0,,10000,residents,"political behavior, process",ignore,1
Taiwan,2000,Asia,1,29,7,2000,29,7,2000,0,,1000,Residents of Taoyuan,"political behavior, process",ignore,1
Taiwan,1994,Asia,1,2,8,1994,2,8,1994,0,,500,secessionist protesters,"political behavior, process",ignore,1
Taiwan,2009,Asia,1,23,11,2009,23,11,2009,0,,100,social welfare and labour groups,"political behavior, process",ignore,1
Taiwan,1990,Asia,1,14,3,1990,22,3,1990,0,,3000,Students,"political behavior, process",ignore,9
Taiwan,1990,Asia,1,6,5,1990,6,5,1990,0,,1000,Students,"political behavior, process",beatings,1
Taiwan,1991,Asia,1,10,10,1991,10,10,1991,0,,200,Students,"political behavior, process",crowd dispersal,1
Taiwan,1991,Asia,1,13,10,1991,13,10,1991,0,,200,Students,"political behavior, process",crowd dispersal,1
Taiwan,2015,Asia,1,30,7,2015,31,7,2015,0,100-999,100s,students,"political behavior, process",accomodation,2
Taiwan,1997,Asia,1,26,9,1997,26,9,1997,0,,500000,Students and Professors,"political behavior, process",ignore,1
Taiwan,2004,Asia,1,20,3,2004,24,3,2004,1,,30000,supporters of opposition presidential candidate Lien-Soong,"political behavior, process",crowd dispersal,5
Taiwan,2004,Asia,1,27,3,2004,27,3,2004,0,,500000,supporters of opposition presidential candidate Lien-Soong,"political behavior, process",ignore,1
Taiwan,2000,Asia,1,18,3,2000,22,3,2000,1,,600,supporters of second-place-getter James Soong Chu-yu,"political behavior, process",crowd dispersal,5
Taiwan,2009,Asia,1,1,1,2009,1,1,2009,0,,1000,Supporters of the Public Television Service,"political behavior, process",ignore,1
Taiwan,2010,Asia,1,16,8,2010,17,8,2010,0,,50,Taiwan Solidarity Union (TSU) and the Taiwan Nation Alliance (TNA),"political behavior, process",ignore,2
Taiwan,2006,Asia,1,12,3,2006,12,3,2006,0,,50000,the opposition Kuomintang [KMT] ,"political behavior, process",ignore,1
Taiwan,2006,Asia,1,19,3,2006,19,3,2006,0,,20000,the opposition Kuomintang [KMT] ,"political behavior, process",ignore,1
Taiwan,2006,Asia,1,3,6,2006,3,6,2006,1,,30000,the opposition People First Party (PFP),"political behavior, process",crowd dispersal,1
Taiwan,1993,Asia,1,31,1,1993,31,1,1993,0,,10000,United Patriotic Association and a dozen other mass organizations in Taiwan,"political behavior, process",ignore,1
Taiwan,2014,Asia,1,18,3,2014,10,4,2014,1,>10000,>32200,"university students, protesters, Several civic groups, Democratic Progressive Party, farmers from the 1988 riots, Sunflower Movement","political behavior, process",crowd dispersal,24
Taiwan,1992,Asia,1,1,5,1992,27,5,1992,1,,300,villagers,"political behavior, process",crowd dispersal,27
Taiwan,2002,Asia,1,10,4,2002,10,4,2002,0,,100,Women,"political behavior, process",ignore,1
Taiwan,2002,Asia,1,23,11,2002,23,11,2002,0,,100000,farmers and fishermen,"price increases, tax policy",ignore,1
Taiwan,2007,Asia,1,19,4,2007,19,4,2007,0,,1000,tea growers from Nantou County,"price increases, tax policy",ignore,1
Taiwan,2001,Asia,1,1,5,2001,1,5,2001,0,,1000,Unions,"price increases, tax policy",ignore,1
Taiwan,2006,Asia,1,10,9,2006,27,9,2006,0,,320000,1 Million People Against Corruption,removal of politician,ignore,18
Taiwan,2006,Asia,1,10,10,2006,10,10,2006,1,,124000,1 Million People Against Corruption,removal of politician,crowd dispersal,1
Taiwan,2006,Asia,1,5,11,2006,5,11,2006,0,,6000,1 Million People Against Corruption,removal of politician,ignore,1
Taiwan,1997,Asia,1,4,5,1997,4,5,1997,0,,20000,100 civic groups,removal of politician,ignore,1
Taiwan,1997,Asia,1,18,5,1997,18,5,1997,0,,50000,100 civic groups,removal of politician,ignore,1
Taiwan,2006,Asia,1,24,8,2006,24,8,2006,0,,50,Collective of Sex Workers and Supporters,removal of politician,ignore,1
Taiwan,1992,Asia,1,20,4,1992,20,4,1992,0,,10000,Democratic Progressive Party Supporters,removal of politician,ignore,1
Taiwan,2000,Asia,1,25,12,2000,25,12,2000,0,,10000,Opposition supporters,removal of politician,ignore,1
Taiwan,2006,Asia,1,27,6,2006,27,6,2006,0,,1000,Opposition supporters,removal of politician,ignore,1
Taiwan,2007,Asia,1,9,9,2007,9,9,2007,0,,3000,Red-shirt demonstrators,removal of politician,ignore,1
Taiwan,1990,Asia,1,21,5,1990,21,5,1990,1,,1000,Students,removal of politician,ignore,1
Taiwan,1990,Asia,1,29,5,1990,29,5,1990,1,,1000,Students,removal of politician,crowd dispersal,1
Taiwan,2006,Asia,1,17,9,2006,22,9,2006,0,,200,Tainan City Councillor Hsieh Lung-chieh,removal of politician,ignore,6
Taiwan,2006,Asia,1,18,6,2006,18,6,2006,0,,10000,"The opposition ""pan-blue alliance"" ",removal of politician,ignore,1
Taiwan,2006,Asia,1,10,6,2006,10,6,2006,0,,40000,The People First Party (PFP),removal of politician,crowd dispersal,1
Taiwan,1999,Asia,1,9,10,1999,9,10,1999,0,,100,921 Earthquake Victims Alliance,social restrictions,crowd dispersal,1
Taiwan,2014,Asia,1,25,10,2014,25,10,2014,0,>10000,10000s,gay pride activists & marchers,social restrictions,ignore,1
Taiwan,2003,Asia,1,20,9,2003,20,9,2003,0,,1000,mainland spouses and their families,social restrictions,ignore,1
Taiwan,1995,Asia,1,7,3,1995,7,3,1995,0,,100,Women,social restrictions,ignore,1
Tajikistan,2012,Asia,1,11,8,2012,11,8,2012,0,,100s,local residents,police brutality,accomodation,1
Tajikistan,1996,Asia,1,15,8,1996,15,8,1996,0,,100,police reform,police brutality,accomodation,1
Tajikistan,2008,Asia,1,17,2,2008,17,2,2008,0,,300,police reform,police brutality,ignore,1
Tajikistan,2014,Asia,1,21,5,2014,21,5,2014,1,50-99,>50,protesters,police brutality,crowd dispersal,1
Tajikistan,2012,Asia,1,22,8,2012,24,8,2012,1,,3000,residents of Khorugh ,police brutality,shootings,3
Tajikistan,1996,Asia,1,1,8,1996,1,8,1996,0,,200,anti-conflict,"political behavior, process",ignore,1
Tajikistan,1996,Asia,1,31,1,1996,31,1,1996,0,,1000,anti-government,"political behavior, process",ignore,1
Tajikistan,1991,Asia,1,24,9,1991,6,10,1991,0,,1000,democratic & Islamic parties,"political behavior, process",accomodation,13
Tajikistan,1992,Asia,1,6,5,1992,7,5,1992,1,,1000,democratic & Islamic parties,"political behavior, process",accomodation,2
Tajikistan,1992,Asia,1,10,5,1992,10,5,1992,0,,1000,democratic & Islamic parties,"political behavior, process",killings,1
Tajikistan,1992,Asia,1,29,4,1992,5,5,1992,0,,1000,democratic & Islamic parties,"political behavior, process",ignore,7
Tajikistan,1996,Asia,1,16,5,1996,16,5,1996,0,,1000,Khojand sympathizers,"political behavior, process",ignore,1
Tajikistan,1997,Asia,1,26,2,1997,6,3,1997,0,,3000,locals,"political behavior, process",ignore,9
Tajikistan,2008,Asia,1,18,6,2008,18,6,2008,0,,300,locals,"political behavior, process",ignore,1
Tajikistan,1990,Asia,1,11,2,1990,13,2,1990,1,,1000,Native Tajiks,"political behavior, process",crowd dispersal,3
Tajikistan,2013,Asia,1,27,8,2013,27,8,2013,0,,50,New Tajikistan Party,"political behavior, process",ignore,1
Tajikistan,2012,Asia,1,23,7,2012,23,7,2012,0,,100s,opposition activists,"political behavior, process",arrests,1
Tajikistan,1997,Asia,1,16,1,1997,18,1,1997,0,,1000,secular opposition,"political behavior, process",ignore,3
Tajikistan,2012,Asia,1,6,9,2012,6,9,2012,0,,10s,shopkeepers from Korvon market,"political behavior, process",accomodation,1
Tajikistan,1996,Asia,1,14,5,1996,15,5,1996,1,,1000,youths,"political behavior, process",ignore,2
Tajikistan,2008,Asia,1,5,2,2008,5,2,2008,0,,200,businesswomen,"price increases, tax policy",ignore,1
Tajikistan,1996,Asia,1,9,4,1996,9,4,1996,0,,60,economic discontents,"price increases, tax policy",accomodation,1
Tajikistan,1990,Asia,1,17,2,1990,17,2,1990,0,,10000,"economic discontents, young people","price increases, tax policy",ignore,1
Tajikistan,1996,Asia,1,12,5,1996,16,5,1996,0,,4000,local discontents,"price increases, tax policy",accomodation,5
Tajikistan,2010,Asia,1,20,11,2010,20,11,2010,0,,50,locals,"price increases, tax policy",ignore,1
Tajikistan,2010,Asia,1,23,11,2010,23,11,2010,0,,100,locals,"price increases, tax policy",ignore,1
Tajikistan,2013,Asia,1,13,2,2013,13,2,2013,0,,100,market traders,"price increases, tax policy",ignore,1
Tajikistan,1995,Asia,1,6,8,1995,9,8,1995,0,,150,military families,"price increases, tax policy",ignore,4
Tajikistan,2008,Asia,1,13,6,2008,13,6,2008,0,,150,traders,"price increases, tax policy",accomodation,1
Tajikistan,2013,Asia,1,4,2,2013,4,2,2013,0,,100s,traders of the Somon market,"price increases, tax policy",ignore,1
Tajikistan,1996,Asia,1,18,5,1996,18,5,1996,0,,1000,locals,removal of politician,ignore,1
Tanzania,2011,Africa,1,3,2,2011,3,2,2011,0,100-999,100s,Students,labor wage dispute,crowd dispersal,1
Tanzania,2011,Africa,1,10,11,2011,10,11,2011,0,50-99,>50,Students,labor wage dispute,arrests,1
Tanzania,1993,Africa,1,18,11,1993,18,11,1993,0,100-999,400,teachers,labor wage dispute,arrests,1
Tanzania,2002,Africa,1,11,4,2002,12,4,2002,0,100-999,100s,Workers,labor wage dispute,ignore,2
Tanzania,2002,Africa,1,1,5,2002,1,5,2002,0,100-999,100s,Workers,labor wage dispute,ignore,1
Tanzania,2010,Africa,1,12,1,2010,12,1,2010,0,50-99,>50,Protesters,land farm issue,crowd dispersal,1
Tanzania,2011,Africa,1,7,11,2011,7,11,2011,1,100-999,100s,Protesters,land farm issue,crowd dispersal,1
Tanzania,2011,Africa,1,24,7,2011,24,7,2011,1,50-99,>50,Bus drivers,police brutality,crowd dispersal,1
Tanzania,2012,Africa,1,2,11,2012,2,11,2012,1,50-99,>50,Muslims,police brutality,crowd dispersal,1
Tanzania,2004,Africa,1,1,12,2004,1,12,2004,0,50-99,>50,Protesters,police brutality,shootings,1
Tanzania,2011,Africa,1,4,1,2011,4,1,2011,1,50-99,>50,Chadema,"political behavior, process",shootings,1
Tanzania,2011,Africa,1,23,2,2011,23,2,2011,0,2000-4999,1000s,Chadema,"political behavior, process",ignore,1
Tanzania,2001,Africa,1,28,4,2001,28,4,2001,0,>10000,50000,Civic United Front,"political behavior, process",ignore,1
Tanzania,2010,Africa,1,27,12,2010,27,12,2010,1,100-999,100s,Civic United Front,"political behavior, process",shootings,1
Tanzania,2000,Africa,1,20,1,2000,20,1,2000,1,50-99,>50,Civil United Front ,"political behavior, process",arrests,1
Tanzania,2012,Africa,1,7,2,2012,7,2,2012,0,50-99,>50,"Legal and Human Rights Centre (LHRC), Tanzania Gender Networking Programme (TGNP) and Tanzania Media Women Association (Tamwa)","political behavior, process",ignore,1
Tanzania,1992,Africa,1,31,1,1992,31,1,1992,0,2000-4999,thousands,medical workers ,"political behavior, process",ignore,1
Tanzania,2005,Africa,1,31,10,2005,1,11,2005,1,50-99,>50,Opposition Supporters,"political behavior, process",shootings,2
Tanzania,1993,Africa,1,30,1,1993,30,1,1993,0,100-999,>50,people,"political behavior, process",crowd dispersal,1
Tanzania,1998,Africa,1,13,2,1998,13,2,1998,1,100-999,>50,people,"political behavior, process",crowd dispersal,1
Tanzania,2000,Africa,1,30,10,2000,30,10,2000,1,100-999,300,Protesters,"political behavior, process",shootings,1
Tanzania,2001,Africa,1,27,1,2001,28,1,2001,1,100-999,100s,Protesters,"political behavior, process",crowd dispersal,2
Tanzania,2001,Africa,1,7,4,2001,7,4,2001,0,>10000,50000,Protesters,"political behavior, process",ignore,1
Tanzania,2009,Africa,1,5,6,2009,5,6,2009,0,100-999,500,Protesters,"political behavior, process",accomodation,1
Tanzania,2009,Africa,1,22,9,2009,22,9,2009,1,50-99,>50,Protesters,"political behavior, process",crowd dispersal,1
Tanzania,2010,Africa,1,31,10,2010,31,10,2010,1,2000-4999,1000s,Protesters,"political behavior, process",crowd dispersal,1
Tanzania,2010,Africa,1,8,11,2010,8,11,2010,0,2000-4999,1000s,Protesters,"political behavior, process",ignore,1
Tanzania,2012,Africa,1,21,2,2012,21,2,2012,1,50-99,>50,Protesters,"political behavior, process",crowd dispersal,1
Tanzania,1994,Africa,1,6,10,1994,6,10,1994,0,100-999,>50,Students,"political behavior, process",crowd dispersal,1
Tanzania,2004,Africa,1,21,4,2004,21,4,2004,0,50-99,>50,Students,"political behavior, process",crowd dispersal,1
Tanzania,2002,Africa,1,5,1,2002,5,1,2002,0,100-999,100s,Tanzania Labour Party,"political behavior, process",crowd dispersal,1
Tanzania,2011,Africa,1,2,3,2011,2,3,2011,1,50-99,>50,Vendors,"political behavior, process",shootings,1
Tanzania,2011,Africa,1,5,5,2011,5,5,2011,0,2000-4999,1000s,Chadema,"price increases, tax policy",ignore,1
Tanzania,2010,Africa,1,6,10,2010,6,10,2010,0,100-999,100s,Protesters,removal of politician,ignore,1
Tanzania,1998,Africa,1,29,5,1998,29,5,1998,1,2000-4999,thousands,Muslim fundamentalists,social restrictions,ignore,1
Thailand,2004,Asia,1,27,3,2004,27,3,2004,0,,10000,135 non-governmental organisations and grassroots groups,labor wage dispute,ignore,1
Thailand,2003,Asia,1,31,3,2003,31,3,2003,0,,100,Airports of Thailand Plc ,labor wage dispute,ignore,1
Thailand,1999,Asia,1,1,4,1999,4,4,1999,0,,1500,"Assembly of the Poor, Foundation for Democracy Heroes",labor wage dispute,ignore,4
Thailand,1998,Asia,1,21,4,1998,21,4,1998,0,,500,Egat employees,labor wage dispute,accomodation,1
Thailand,2004,Asia,1,5,6,2004,5,6,2004,0,,200,egat labor unions,labor wage dispute,accomodation,1
Thailand,2004,Asia,1,3,9,2004,3,9,2004,0,,200,egat labor unions,labor wage dispute,ignore,1
Thailand,2004,Asia,1,23,2,2004,11,5,2004,0,,30000,Electricity Generating Authority of Thailand (Egat) employees ,labor wage dispute,ignore,79
Thailand,2003,Asia,1,17,10,2003,17,10,2003,0,,20000,farmers,labor wage dispute,accomodation,1
Thailand,2010,Asia,1,20,10,2010,20,10,2010,0,,500,Federation of the Healthcare Workforce ,labor wage dispute,accomodation,1
Thailand,2015,Asia,1,19,7,2015,19,7,2015,0,100-999,300,fishermen,labor wage dispute,ignore,1
Thailand,2015,Asia,1,1,9,2015,1,9,2015,0,1000-1999,1000,"fishing boat owners & crew members, fishermen",labor wage dispute,ignore,1
Thailand,2004,Asia,1,31,3,2004,31,3,2004,0,,1000,labor unions,labor wage dispute,ignore,1
Thailand,2006,Asia,1,1,5,2006,1,5,2006,0,,1000,"Labour Congress of Thailand, State Enterprise Relations Federation, Thai Labour Reconciliation Committee",labor wage dispute,accomodation,1
Thailand,2005,Asia,1,19,11,2005,19,11,2005,0,,1000,National Confederation of Teachers,labor wage dispute,accomodation,1
Thailand,2005,Asia,1,29,11,2005,29,11,2005,0,,50000,Network of Teachers Against the Transfer of Government Schools to Local Administrative Organisations,labor wage dispute,accomodation,1
Thailand,2005,Asia,1,11,8,2005,11,11,2005,0,,20000,Network of Teaching Professions ,labor wage dispute,ignore,93
Thailand,2015,Asia,1,3,3,2015,3,3,2015,0,100-999,150,Phuket beach vendors,labor wage dispute,ignore,1
Thailand,2013,Asia,1,30,8,2013,2,9,2013,1,,100s,rubber farmers,labor wage dispute,crowd dispersal,4
